name,price,link
Yenilenmiş Samsung,9.499 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s20-fe-128-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-851225192
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
iPhone 16 Pro 1TB Çöl,130.000 TL,https://www.trendyol.com/apple/iphone-16-pro-1tb-col-titanyum-p-857296107
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
V40 5G 256 GB 12 GB Ram,27.999 TL,https://www.trendyol.com/vivo/v40-5g-256-gb-12-gb-ram-titanyum-moru-cep-telefonu-vivo-turkiye-garantili-p-868856534
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
303 2 GB 32 GB,2.850 TL,https://www.trendyol.com/tcl/303-2-gb-32-gb-p-669626875
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş Iphone 7 32,3.899 TL,https://www.trendyol.com/apple/yenilenmis-iphone-7-32-gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-852474659
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Galaxy M31S 128 GB -,5.999 TL,https://www.trendyol.com/samsung/galaxy-m31s-128-gb-6-gb-ram-sm-m317f-dsn-yenilenmis-urun-a-kalite-p-815169328
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Yenilenmiş iPhone 11,"23.585,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-max-64-gb-gece-yarisi-yesili-cep-telefonu-12-ay-garantili-a-kalite-p-689223352
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
İphone 13 128 Gb Yeşil,40.399 TL,https://www.trendyol.com/apple/iphone-13-128-gb-yesil-cep-telefonu-mngk3tu-a-p-266090694
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş Apple iPhone,82.199 TL,https://www.trendyol.com/apple/yenilenmis-apple-iphone-15-pro-max-256-gb-mavi-titanyum-12-ay-garantili-a-grade-p-848532646
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Yenilenmiş Samsung,46.999 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-ultra-siyah-256-gb-a-kalite-p-860034797
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Yenilenmiş Apple iPhone,24.999 TL,https://www.trendyol.com/apple/yenilenmis-apple-iphone-11-pro-max-256-gb-12-ay-delta-servis-garantili-c-kalite-p-850636193
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
P13 Blue Max Pro 2021,3.599 TL,https://www.trendyol.com/reeder/p13-blue-max-pro-2021-6-128-siyah-renk-p-831495244
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Yenilenmiş iPhone X 64,10.959 TL,https://www.trendyol.com/apple/yenilenmis-iphone-x-64-gb-silver-cep-telefonu-12-ay-garantili-c-kalite-p-881145601
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Hiking A43 128 GB 6 GB,5.199 TL,https://www.trendyol.com/hiking/hiking-a43-128-gb-6-gb-ram-cep-telefonu-mor-p-781242533
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Yenilenmiş iPhone 13,29.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-13-mini-128-gb-gece-yarisi-a-grade-p-689224888
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
C61 (RMX3930),6.584 TL,https://www.trendyol.com/realme/c61-rmx3930-6gb-128gb-parlak-altin-p-862718828
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş iPhone Se,8.899 TL,https://www.trendyol.com/apple/yenilenmis-iphone-se-2020-64-gb-kirmizi-cep-telefonu-12-ay-garantili-a-kalite-p-371951103
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Camon 30 Pro 5G CL8,25.999 TL,https://www.trendyol.com/tecno/camon-30-pro-5g-cl8-12-512-gb-tecno-turkiye-garantili-p-838002138
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Yenilenmiş Iphone 13,30.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-13-128-gb-yesil-128-gb-yesil-a-grade-p-689221443
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
14T Mavi Titanyum,31.389 TL,https://www.trendyol.com/xiaomi/14t-mavi-titanyum-12-512-gb-xiaomi-turkiye-garantili-p-861661673
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş iPhone 14,"61.798,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-128gb-altin-a-kalite-p-783822121
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Yenilenmiş IPHONE 13,30.672 TL,https://www.trendyol.com/apple/yenilenmis-iphone-13-128gb-b-kalite-pembe-p-810332854
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Yenilenmiş Iphone Xs 64,12.599 TL,https://www.trendyol.com/apple/yenilenmis-iphone-xs-64-gb-gumus-b-grade-p-689224726
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
