name,price,link,RAM Kapasitesi,Kamera Çözünürlüğü,Dahili Hafıza,Ön Kamera Çözünürlüğü,İşletim Sistemi,Şarj Hızı
Zero 30 8 GB Ram + 8,12.999,https://www.trendyol.com/infinix/zero-30-8-gb-ram-8-gb-sanal-ram-256-gb-cep-telefonu-infinix-turkiye-garantili-p-785168571,8.0,20.0,256.0,40.0,0,50.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş iPhone 11,20.59897,https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-689224425,4.0,20.0,256.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş Apple iPhone,42.599,https://www.trendyol.com/apple/yenilenmis-apple-iphone-13-pro-128-gb-12-ay-delta-servis-garantili-c-kalite-p-854034220,7.875,20.0,128.0,12.0,0,30.0
iPhone 16 256GB Beyaz,74.749,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135,8.0,20.0,256.0,12.0,1,30.0
Y19s 128 Gb 4gb Işıltılı,7.499,https://www.trendyol.com/vivo/y19s-128-gb-4gb-isiltili-siyah-p-875636182,4.0,50.0,128.0,5.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,8.0,20.0,256.0,12.0,1,30.0
Galaxy A15 8 GB RAM,10.999,https://www.trendyol.com/samsung/galaxy-a15-8-gb-ram-256-gb-mavi-p-793616441,8.0,50.0,256.0,10.0,0,30.0
iPhone 12 64 GB Mor Cep,27.499,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,4.0,12.5,64.0,8.0,1,15.0
Yenilenmiş SAMSUNG,5.207,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a05-128gb-b-kalite-siyah-p-876871195,4.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102,8.0,20.0,256.0,12.0,1,30.0
S19 Max Pro S Zoom,12.999,https://www.trendyol.com/reeder/s19-max-pro-s-zoom-turkiye-reeder-garantili-p-803881883,8.0,20.0,128.0,20.0,0,30.0
iPhone 16 Pro 256GB,89.949,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104,8.0,20.0,256.0,12.0,1,30.0
iPhone 16 Pro 128GB Çöl,82.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,8.0,20.0,128.0,12.0,1,30.0
ERA 30 8GB,6.995,https://www.trendyol.com/general-mobile/era-30-8gb-4gb-4gb-genisletilmis-ram-128gb-hafiza-cift-sim-kart-p-848806977,4.0,50.0,128.0,8.0,0,15.0
X400 128 Gb 4 Gb Ram,5.245,https://www.trendyol.com/omix/x400-128-gb-4-gb-ram-beyaz-akilli-telefon-bluetooth-kulaklik-hediyeli-p-328927415,4.0,50.0,128.0,12.0,0,30.0
iPhone 16 Pro 128GB,82.949,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş iPhone 11 64,14.904,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-kirmizi-cep-telefonu-12-ay-garantili-b-kalite-p-366523931,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 Pro Max 512GB,109.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093,8.0,20.0,512.0,12.0,1,30.0
Hot 40 Pro 8 gb + 8,12.9,https://www.trendyol.com/infinix/hot-40-pro-8-gb-8-gb-sanal-ram-256-gb-infinix-turkiye-garantili-p-832132989,8.0,20.0,256.0,32.0,0,30.0
iPhone 11 128 GB Beyaz,26.999,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,4.0,20.0,128.0,12.0,1,15.0
Yenilenmiş iPhone 12,21.11397,https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-128-gb-siyah-a-grade-p-689214680,4.0,20.0,128.0,12.0,0,30.0
iPhone 12 64 GB Beyaz,28.499,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,4.0,12.5,64.0,8.0,1,15.0
X9b 5g 12gb Ram 256 Gb,17.567,https://www.trendyol.com/honor/x9b-5g-12gb-ram-256-gb-yesil-kvk-turkiye-garantili-p-832529307,12.0,20.0,256.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş SAMSUNG,19.334,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-4-128gb-b-kalite-mavi-p-875635651,8.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş iPhone X 64,11.199,https://www.trendyol.com/apple/yenilenmis-iphone-x-64-gb-uzay-grisi-cep-telefonu-12-ay-garantili-a-kalite-p-689214809,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 256GB Beyaz,74.749,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135,8.0,20.0,256.0,12.0,1,30.0
Yenilenmiş iPhone 12,19.77497,https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64gb-beyaz-a-kalite-p-778393238,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,8.0,20.0,256.0,12.0,1,30.0
Galaxy A32 128 GB,19.65,https://www.trendyol.com/samsung/galaxy-a32-128-gb-lavanta-cep-telefonu-samsung-turkiye-garantili-p-102207092,6.0,20.0,128.0,20.0,0,15.0
iPhone 12 64 GB Mor Cep,27.499,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,4.0,12.5,64.0,8.0,1,15.0
Yenilenmiş Samsung,19.839,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-fe-256gb-a-kalite-yesil-p-881357943,8.0,20.0,256.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102,8.0,20.0,256.0,12.0,1,30.0
11 Nfc 16 Gb Ram 8gb,12.68,https://www.trendyol.com/realme/11-nfc-16-gb-ram-8gb-8gb-a-kadar-dinamik-ram-256-gb-turkiye-garantili-kablolu-kulaklik-hediye-p-804100204,16.0,20.0,256.0,14.0,0,70.0
iPhone 16 Pro 256GB,89.949,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104,8.0,20.0,256.0,12.0,1,30.0
Yenilenmiş Iphone 12,39.13897,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-256-gb-altin-256-gb-altin-b-grade-p-689214544,4.0,20.0,256.0,12.0,0,30.0
iPhone 16 Pro 128GB Çöl,82.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,8.0,20.0,128.0,12.0,1,30.0
Camon 30 256 GB / 12 GB,13.899,https://www.trendyol.com/tecno/camon-30-256-gb-12-gb-ram-siyah-tecno-turkiye-garantili-p-838233269,12.0,50.0,256.0,12.0,0,30.0
iPhone 16 Pro 128GB,82.949,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083,8.0,20.0,128.0,12.0,1,30.0
iPhone 15 Pro Max 512,94.399,https://www.trendyol.com/apple/iphone-15-pro-max-512-gb-mavi-titanyum-p-762254886,8.0,20.0,512.0,12.0,1,30.0
iPhone 16 Pro Max 512GB,109.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093,8.0,20.0,512.0,12.0,1,30.0
Yenilenmiş iPhone 12,18.999,https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64-gb-siyah-a-grade-p-689223326,4.0,20.0,64.0,12.0,0,30.0
iPhone 11 128 GB Beyaz,26.999,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,4.0,20.0,128.0,12.0,1,15.0
Galaxy A16 6 GB RAM,10.999,https://www.trendyol.com/samsung/galaxy-a16-6-gb-ram-128-gb-siyah-samsung-turkiye-garantili-p-879171109,6.0,50.0,128.0,10.0,0,30.0
iPhone 12 64 GB Beyaz,28.499,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,4.0,12.5,64.0,8.0,1,15.0
Yenilenmiş iPhone 14,39.999,https://www.trendyol.com/apple/yenilenmis-iphone-14-128-gb-mavi-a-kalite-p-858652355,6.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
Era 50 12gb,7.649,https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-128-gb-hafiza-cift-sim-kart-p-848804239,6.0,50.0,128.0,32.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096,8.0,20.0,128.0,12.0,1,30.0
Magic 6 Pro 512 GB 12,54.999,https://www.trendyol.com/honor/magic-6-pro-512-gb-12-gb-ram-siyah-p-829177129,12.0,50.0,512.0,40.0,0,30.0
iPhone 16 256GB Beyaz,74.749,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135,8.0,20.0,256.0,12.0,1,30.0
Yenilenmiş Samsung,11.299,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-note-10-plus-256-gb-12-ay-delta-servis-garantili-c-kalite-p-851442041,12.0,20.0,256.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,8.0,20.0,256.0,12.0,1,30.0
İphone 11 128 Gb Siyah,27.4,https://www.trendyol.com/apple/iphone-11-128-gb-siyah-mhdh3tu-a-p-64074797,4.0,20.0,128.0,12.0,1,15.0
iPhone 12 64 GB Mor Cep,27.499,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,4.0,12.5,64.0,8.0,1,15.0
10 128 GB 8 GB RAM,8.099,https://www.trendyol.com/realme/10-128-gb-8-gb-ram-gundogumu-beyazi-cep-telefonu-realme-turkiye-garantili-p-683881268,8.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102,8.0,20.0,256.0,12.0,1,30.0
Y17s 128 Gb 6 Gb Ram,6.35,https://www.trendyol.com/vivo/y17s-128-gb-6-gb-ram-isiltili-mor-cep-telefonu-turkiye-garantili-p-776126166,6.0,50.0,128.0,12.0,0,30.0
iPhone 16 Pro 256GB,89.949,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104,8.0,20.0,256.0,12.0,1,30.0
Redmi 9C 3 GB RAM 64,5.999,https://www.trendyol.com/xiaomi/redmi-9c-3-gb-ram-64-gb-cep-telefonu-siyah-xiaomi-turkiye-garantili-p-236449618,3.0,12.5,64.0,5.0,0,15.0
iPhone 16 Pro 128GB Çöl,82.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,8.0,20.0,128.0,12.0,1,30.0
S23 Pro Max 8/512 Gb,8.5,https://www.trendyol.com/reeder/s23-pro-max-8-512-gb-mavi-reeder-turkiye-garantili-p-809909300,8.0,20.0,512.0,20.0,0,30.0
iPhone 16 Pro 128GB,82.949,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083,8.0,20.0,128.0,12.0,1,30.0
iPhone 16 Plus 128GB,73.999,https://www.trendyol.com/apple/iphone-16-plus-128gb-pembe-p-857296115,8.0,20.0,128.0,12.0,1,30.0
iPhone 16 Pro Max 512GB,109.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093,8.0,20.0,512.0,12.0,1,30.0
Y28 8/128 Gb Akıllı,8.499,https://www.trendyol.com/vivo/y28-8-128-gb-akilli-telefon-metalik-yesil-p-877381666,8.0,20.0,128.0,12.0,0,30.0
iPhone 11 128 GB Beyaz,26.999,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,4.0,20.0,128.0,12.0,1,15.0
Hot 40 Pro 8 Gb Ram 8,11.5,https://www.trendyol.com/infinix/hot-40-pro-8-gb-ram-8-gb-sanal-ram-256gb-yesil-cep-telefonu-turkiye-garantili-p-806153712,8.0,20.0,256.0,32.0,0,30.0
iPhone 12 64 GB Beyaz,28.499,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,4.0,12.5,64.0,8.0,1,15.0
iPhone 16 Pro Max 512GB,105.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-naturel-titanyum-p-857296112,8.0,20.0,512.0,12.0,1,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş iPhone Xs,15.999,https://www.trendyol.com/apple/yenilenmis-iphone-xs-max-64-gb-uzay-grisi-64-gb-uzay-grisi-a-grade-p-689226396,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096,8.0,20.0,128.0,12.0,1,30.0
P30 Pro Beyaz 128 Gb /,12.224,https://www.trendyol.com/huawei/p30-pro-beyaz-128-gb-8-gb-ram-yenilenmis-urun-sifir-gibi-p-817788071,8.0,20.0,128.0,12.0,0,30.0
iPhone 16 256GB Beyaz,74.749,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135,8.0,20.0,256.0,12.0,1,30.0
Note 30 X6833B 128 GB,9.25,https://www.trendyol.com/infinix/note-30-x6833b-128-gb-8gb-ram-cep-telefonu-p-739646850,8.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,8.0,20.0,256.0,12.0,1,30.0
Galaxy A35 256 GB,15.9,https://www.trendyol.com/samsung/galaxy-a35-256-gb-sari-cep-telefonu-samsung-turkiye-garantili-p-816445654,8.0,50.0,256.0,13.0,0,30.0
iPhone 12 64 GB Mor Cep,27.499,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,4.0,12.5,64.0,8.0,1,15.0
VIA X40 256 Gb 8 Gb,10.399,https://www.trendyol.com/casper/via-x40-256-gb-8-gb-ram-gece-siyahi-amoled-ekran-p-877873398,8.0,50.0,256.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102,8.0,20.0,256.0,12.0,1,30.0
Mix Flip 12/512 GB Mor,69.999,https://www.trendyol.com/xiaomi/mix-flip-12-512-gb-mor-xiaomi-turkiye-garantili-p-862463130,12.0,50.0,512.0,32.0,0,70.0
iPhone 16 Pro 256GB,89.949,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104,8.0,20.0,256.0,12.0,1,30.0
Note 30 Pro 256 GB,11.849,https://www.trendyol.com/infinix/note-30-pro-256-gb-gold-ithalatci-garantili-p-846196073,8.0,20.0,256.0,32.0,0,50.0
iPhone 16 Pro 128GB Çöl,82.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,8.0,20.0,128.0,12.0,1,30.0
Galaxy A15 6 GB RAM,10.05,https://www.trendyol.com/samsung/galaxy-a15-6-gb-ram-128-gb-sari-samsung-turkiye-garantili-p-793616428,6.0,50.0,128.0,10.0,0,30.0
iPhone 16 Pro 128GB,82.949,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083,8.0,20.0,128.0,12.0,1,30.0
Galaxy S20 FE Yeşil,7.399,https://www.trendyol.com/samsung/galaxy-s20-fe-yesil-128-gb-6-gb-ram-yenilenmis-urun-b-kalite-p-873478875,6.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro Max 512GB,109.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093,8.0,20.0,512.0,12.0,1,30.0
Galaxy Z Fold6 512 GB,85.499,https://www.trendyol.com/samsung/galaxy-z-fold6-512-gb-gumus-cep-telefonu-samsung-turkiye-garantili-p-838658387,12.0,20.0,512.0,8.0,0,30.0
iPhone 11 128 GB Beyaz,26.999,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,4.0,20.0,128.0,12.0,1,15.0
Yenilenmiş iPhone 14,61.79897,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-128-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-846790469,6.0,20.0,128.0,12.0,0,30.0
iPhone 12 64 GB Beyaz,28.499,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,4.0,12.5,64.0,8.0,1,15.0
Yenilenmiş Samsung,3.999,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a04s-64-gb-siyah-p-773283308,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş REDMI NOTE,5.149,https://www.trendyol.com/xiaomi/yenilenmis-redmi-note-11-64gb-a-kalite-gri-p-827651286,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096,8.0,20.0,128.0,12.0,1,30.0
Mi 10 256GB Yeşil,19.499,https://www.trendyol.com/xiaomi/mi-10-256gb-yesil-akilli-cep-telefonu-xiaomi-turkiye-garantili-p-41174443,8.0,5.0,256.0,14.0,0,30.0
iPhone 16 256GB Beyaz,74.749,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135,8.0,20.0,256.0,12.0,1,30.0
Galaxy S22 Ultra,28.999,https://www.trendyol.com/samsung/galaxy-s22-ultra-phantom-black-128gb-yenilenmis-b-kalite-12-ay-garantili-p-818457394,8.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,8.0,20.0,256.0,12.0,1,30.0
Armor 21 Android 14,32.9999,https://www.trendyol.com/ulefone/armor-21-android-14-9600mah-ip68-mtk-g99-8gb-256gb-122db-yuksek-hoparlor-cep-telefonu-p-820832762,8.0,17.5,256.0,12.0,0,30.0
iPhone 12 64 GB Mor Cep,27.499,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,4.0,12.5,64.0,8.0,1,15.0
SPARK 20 Pro Plus 256GB,12.499,https://www.trendyol.com/tecno/spark-20-pro-plus-256gb-8-gb-ram-tecno-turkiye-garantili-p-846247112,8.0,20.0,256.0,32.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102,8.0,20.0,256.0,12.0,1,30.0
iPhone 15 Pro Max 512,98.479,https://www.trendyol.com/apple/iphone-15-pro-max-512-gb-naturel-titanyum-p-762254865,8.0,20.0,512.0,12.0,1,30.0
iPhone 16 Pro 256GB,89.949,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104,8.0,20.0,256.0,12.0,1,30.0
iPhone 15 256 GB Pembe,58.399,https://www.trendyol.com/apple/iphone-15-256-gb-pembe-p-762254854,6.0,20.0,256.0,12.0,1,15.0
iPhone 16 Pro 128GB Çöl,82.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş iPhone 11,23.68897,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-256-gb-gumus-a-kalite-p-852538342,4.0,20.0,256.0,12.0,0,30.0
iPhone 16 Pro 128GB,82.949,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş Samsung,9.499,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s20-fe-128-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-851225192,6.0,20.0,128.0,12.0,0,30.0
iPhone 16 Pro Max 512GB,109.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093,8.0,20.0,512.0,12.0,1,30.0
iPhone 16 Pro 1TB Çöl,130.0,https://www.trendyol.com/apple/iphone-16-pro-1tb-col-titanyum-p-857296107,8.0,20.0,1024.0,12.0,1,30.0
iPhone 11 128 GB Beyaz,26.999,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,4.0,20.0,128.0,12.0,1,15.0
V40 5G 256 GB 12 GB Ram,27.999,https://www.trendyol.com/vivo/v40-5g-256-gb-12-gb-ram-titanyum-moru-cep-telefonu-vivo-turkiye-garantili-p-868856534,12.0,50.0,256.0,40.0,0,30.0
iPhone 12 64 GB Beyaz,28.499,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,4.0,12.5,64.0,8.0,1,15.0
303 2 GB 32 GB,2.85,https://www.trendyol.com/tcl/303-2-gb-32-gb-p-669626875,2.0,5.0,32.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş Iphone 7 32,3.899,https://www.trendyol.com/apple/yenilenmis-iphone-7-32-gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-852474659,7.875,20.0,32.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096,8.0,20.0,128.0,12.0,1,30.0
Galaxy M31S 128 GB -,5.999,https://www.trendyol.com/samsung/galaxy-m31s-128-gb-6-gb-ram-sm-m317f-dsn-yenilenmis-urun-a-kalite-p-815169328,6.0,20.0,128.0,12.0,0,30.0
iPhone 16 256GB Beyaz,74.749,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135,8.0,20.0,256.0,12.0,1,30.0
Yenilenmiş iPhone 11,23.58597,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-max-64-gb-gece-yarisi-yesili-cep-telefonu-12-ay-garantili-a-kalite-p-689223352,4.0,20.0,64.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,8.0,20.0,256.0,12.0,1,30.0
İphone 13 128 Gb Yeşil,40.399,https://www.trendyol.com/apple/iphone-13-128-gb-yesil-cep-telefonu-mngk3tu-a-p-266090694,4.0,20.0,128.0,12.0,1,15.0
iPhone 12 64 GB Mor Cep,27.499,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,4.0,12.5,64.0,8.0,1,15.0
Yenilenmiş Apple iPhone,82.199,https://www.trendyol.com/apple/yenilenmis-apple-iphone-15-pro-max-256-gb-mavi-titanyum-12-ay-garantili-a-grade-p-848532646,7.875,20.0,256.0,12.0,0,30.0
iPhone 16 Pro Max 256GB,99.999,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102,8.0,20.0,256.0,12.0,1,30.0
Yenilenmiş Samsung,46.999,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-ultra-siyah-256-gb-a-kalite-p-860034797,7.875,20.0,256.0,12.0,0,30.0
iPhone 16 Pro 256GB,89.949,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104,8.0,20.0,256.0,12.0,1,30.0
Yenilenmiş Apple iPhone,24.999,https://www.trendyol.com/apple/yenilenmis-apple-iphone-11-pro-max-256-gb-12-ay-delta-servis-garantili-c-kalite-p-850636193,4.0,12.5,256.0,12.0,0,30.0
iPhone 16 Pro 128GB Çöl,82.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,8.0,20.0,128.0,12.0,1,30.0
P13 Blue Max Pro 2021,3.599,https://www.trendyol.com/reeder/p13-blue-max-pro-2021-6-128-siyah-renk-p-831495244,6.0,20.0,128.0,8.0,0,30.0
iPhone 16 Pro 128GB,82.949,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083,8.0,20.0,128.0,12.0,1,30.0
Yenilenmiş iPhone X 64,10.959,https://www.trendyol.com/apple/yenilenmis-iphone-x-64-gb-silver-cep-telefonu-12-ay-garantili-c-kalite-p-881145601,7.875,20.0,64.0,12.0,0,30.0
iPhone 16 Pro Max 512GB,109.999,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093,8.0,20.0,512.0,12.0,1,30.0
Hiking A43 128 GB 6 GB,5.199,https://www.trendyol.com/hiking/hiking-a43-128-gb-6-gb-ram-cep-telefonu-mor-p-781242533,6.0,7.5,128.0,12.0,0,30.0
iPhone 11 128 GB Beyaz,26.999,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,4.0,20.0,128.0,12.0,1,15.0
Yenilenmiş iPhone 13,29.999,https://www.trendyol.com/apple/yenilenmis-iphone-13-mini-128-gb-gece-yarisi-a-grade-p-689224888,4.0,20.0,128.0,12.0,0,30.0
iPhone 12 64 GB Beyaz,28.499,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,4.0,12.5,64.0,8.0,1,15.0
C61 (RMX3930),6.584,https://www.trendyol.com/realme/c61-rmx3930-6gb-128gb-parlak-altin-p-862718828,6.0,50.0,128.0,12.0,0,30.0
iPhone 16 Pro 128GB,81.999,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098,8.0,20.0,128.0,12.0,1,30.0
